,BidPrice-Stock,BidVolume-Stock,AskPrice-Stock,AskVolume-Stock,TimeToExpiry,BidPrice-P60,BidVolume-P60,AskPrice-P60,AskVolume-P60,BidPrice-P70,BidVolume-P70,AskPrice-P70,AskVolume-P70,BidPrice-P80,BidVolume-P80,AskPrice-P80,AskVolume-P80,BidPrice-C60,BidVolume-C60,AskPrice-C60,AskVolume-C60,BidPrice-C70,BidVolume-C70,AskPrice-C70,AskVolume-C70,BidPrice-C80,BidVolume-C80,AskPrice-C80,AskVolume-C80
06/02/2018 23:00,74.65,110,74.85,114,0.810378615,0.65,24,0.69,32,3.05,19,3.12,22,8.47,21,8.59,24,15.41,28,15.5,23,7.9,24,8.01,32,3.26,22,3.36,19
06/02/2018 23:05,74.6,107,74.85,104,0.810369102,0.67,25,0.71,30,3.07,18,3.15,20,8.43,24,8.56,23,15.4,29,15.5,25,7.87,20,7.98,28,3.36,20,3.46,19
06/02/2018 23:10,74.6,112,74.8,93,0.810359589,0.65,21,0.69,26,3.11,21,3.18,18,8.43,26,8.56,22,15.37,27,15.47,22,7.89,19,8,24,3.33,22,3.43,20
06/02/2018 23:15,74.6,114,74.8,95,0.810350076,0.64,22,0.68,28,3.08,21,3.16,16,8.53,23,8.64,21,15.38,27,15.47,22,7.92,19,8.02,24,3.34,21,3.44,20
06/02/2018 23:20,74.5,109,74.7,98,0.810340563,0.64,23,0.68,27,3.1,20,3.18,15,8.52,23,8.63,21,15.33,26,15.43,20,7.83,20,7.93,26,3.29,22,3.38,22
06/02/2018 23:25,74.5,116,74.7,111,0.81033105,0.63,27,0.66,31,3.13,19,3.21,18,8.58,22,8.69,19,15.29,25,15.39,21,7.77,22,7.88,26,3.25,23,3.35,24
06/02/2018 23:30,74.6,112,74.8,113,0.810321537,0.63,27,0.67,32,3.15,19,3.24,19,8.52,21,8.63,18,15.36,21,15.47,21,7.84,23,7.95,26,3.31,24,3.41,24
06/02/2018 23:35,74.55,132,74.75,115,0.810312024,0.66,24,0.7,30,3.17,16,3.24,16,8.55,21,8.65,20,15.37,21,15.46,20,7.79,23,7.89,26,3.32,25,3.41,24
06/02/2018 23:40,74.5,122,74.65,122,0.810302511,0.65,27,0.69,29,3.23,18,3.31,20,8.6,25,8.7,22,15.29,24,15.38,20,7.79,21,7.89,24,3.3,21,3.39,22
06/02/2018 23:45,74.45,114,74.65,106,0.810292998,0.65,27,0.69,27,3.21,19,3.29,20,8.62,21,8.72,21,15.28,25,15.38,18,7.76,21,7.86,23,3.3,21,3.39,20
06/02/2018 23:50,74.45,104,74.65,94,0.810283486,0.67,26,0.72,29,3.2,18,3.28,19,8.63,21,8.72,21,15.23,22,15.32,17,7.77,20,7.87,21,3.25,22,3.34,19
06/02/2018 23:55,74.45,122,74.65,101,0.810273973,0.62,24,0.66,30,3.2,16,3.28,17,8.6,25,8.7,20,15.22,21,15.31,20,7.7,19,7.79,23,3.23,21,3.31,20
07/02/2018 00:00,74.5,133,74.7,101,0.81026446,0.63,24,0.67,27,3.14,16,3.22,18,8.59,24,8.68,19,15.33,20,15.42,19,7.8,19,7.9,24,3.24,23,3.31,20
07/02/2018 00:05,74.45,114,74.65,92,0.810254947,0.62,23,0.66,25,3.17,17,3.25,17,8.63,22,8.72,21,15.23,22,15.32,21,7.73,17,7.83,19,3.16,22,3.24,20
07/02/2018 00:10,74.5,112,74.7,87,0.810245434,0.6,21,0.64,23,3.17,19,3.25,16,8.62,21,8.73,17,15.27,24,15.36,22,7.73,16,7.83,17,3.15,22,3.24,21
07/02/2018 00:15,74.5,119,74.7,97,0.810235921,0.62,20,0.65,25,3.16,19,3.25,17,8.61,18,8.71,16,15.26,22,15.36,18,7.71,17,7.82,19,3.18,21,3.27,19
07/02/2018 00:20,74.5,118,74.75,95,0.810226408,0.62,20,0.66,22,3.14,20,3.22,17,8.58,20,8.68,15,15.25,22,15.36,17,7.73,19,7.83,21,3.23,22,3.32,21
07/02/2018 00:25,74.6,130,74.8,109,0.810216895,0.62,19,0.65,20,3.18,18,3.26,16,8.55,22,8.66,15,15.32,23,15.43,17,7.78,19,7.88,19,3.25,22,3.34,21
07/02/2018 00:30,74.6,126,74.8,110,0.810207382,0.61,20,0.64,20,3.21,16,3.29,16,8.49,22,8.6,14,15.36,19,15.47,18,7.84,19,7.96,24,3.29,18,3.37,18
07/02/2018 00:35,74.6,122,74.8,119,0.810197869,0.61,20,0.64,19,3.21,16,3.3,18,8.48,20,8.59,15,15.35,20,15.45,19,7.8,15,7.91,21,3.27,19,3.35,19
07/02/2018 00:40,74.7,113,74.9,120,0.810188356,0.62,16,0.65,18,3.15,17,3.24,19,8.48,21,8.59,16,15.4,18,15.5,18,7.81,16,7.92,21,3.28,19,3.37,17
07/02/2018 00:45,74.75,121,74.95,112,0.810178843,0.62,19,0.66,18,3.09,20,3.17,19,8.48,22,8.59,16,15.42,18,15.52,19,7.83,18,7.94,23,3.29,19,3.38,16
07/02/2018 00:50,74.8,121,75,127,0.81016933,0.64,18,0.67,18,3.14,20,3.22,19,8.45,22,8.57,16,15.45,18,15.56,19,7.85,16,7.97,19,3.3,21,3.4,17
07/02/2018 00:55,74.75,138,74.95,132,0.810159817,0.63,17,0.67,18,3.15,21,3.23,20,8.49,21,8.6,16,15.44,19,15.55,19,7.85,17,7.97,18,3.32,23,3.42,18
07/02/2018 01:00,74.85,163,75.05,125,0.810150304,0.6,18,0.64,21,3.15,20,3.23,20,8.43,21,8.55,17,15.57,18,15.67,20,7.94,17,8.06,17,3.36,21,3.46,19
07/02/2018 01:05,74.95,160,75.15,125,0.810140791,0.6,16,0.64,20,3.08,20,3.17,19,8.39,22,8.52,19,15.6,18,15.71,20,8.01,16,8.14,17,3.43,21,3.53,19
07/02/2018 01:10,75,158,75.2,131,0.810131279,0.62,18,0.66,20,3.09,19,3.17,17,8.35,21,8.48,19,15.63,19,15.74,21,8.09,14,8.21,16,3.45,20,3.55,18
07/02/2018 01:15,75.05,147,75.2,166,0.810121766,0.63,17,0.67,17,3.04,16,3.12,18,8.34,20,8.46,18,15.65,23,15.76,23,8.08,13,8.2,17,3.44,23,3.53,20
07/02/2018 01:20,75.05,151,75.25,141,0.810112253,0.6,18,0.64,16,3.05,17,3.13,21,8.32,22,8.43,21,15.7,21,15.8,24,8.06,15,8.18,17,3.5,22,3.59,21
07/02/2018 01:25,75.1,181,75.3,156,0.81010274,0.59,18,0.63,16,3,17,3.09,17,8.23,21,8.35,19,15.74,24,15.85,25,8.05,14,8.17,15,3.54,22,3.63,23
07/02/2018 01:30,75,197,75.2,157,0.810093227,0.6,16,0.64,17,3,17,3.09,16,8.28,20,8.4,20,15.65,20,15.76,24,8.03,14,8.14,15,3.47,22,3.57,24
07/02/2018 01:35,75,199,75.25,158,0.810083714,0.61,16,0.65,18,2.95,16,3.03,17,8.23,18,8.35,17,15.69,20,15.8,21,8.04,12,8.15,15,3.54,24,3.63,25
07/02/2018 01:40,75,202,75.2,157,0.810074201,0.61,16,0.65,18,3,15,3.08,16,8.25,17,8.37,18,15.65,20,15.76,22,8.02,13,8.14,15,3.53,26,3.62,26
07/02/2018 01:45,75,209,75.2,163,0.810064688,0.62,16,0.66,17,2.93,16,3.02,16,8.32,17,8.43,17,15.69,23,15.79,22,8.08,15,8.2,15,3.48,27,3.56,26
07/02/2018 01:50,74.95,179,75.15,149,0.810055175,0.62,18,0.66,19,2.95,17,3.04,17,8.28,19,8.39,17,15.64,22,15.75,22,8.05,16,8.17,14,3.42,25,3.51,23
07/02/2018 01:55,74.95,155,75.15,155,0.810045662,0.62,18,0.66,21,2.95,18,3.04,18,8.27,18,8.38,18,15.64,23,15.74,22,8.02,17,8.14,17,3.37,23,3.46,24
07/02/2018 02:00,74.95,146,75.15,161,0.810036149,0.63,20,0.67,23,2.94,18,3.03,19,8.28,20,8.39,21,15.69,24,15.79,22,8.04,17,8.16,18,3.33,24,3.42,25
07/02/2018 02:05,75,150,75.2,163,0.810026636,0.62,21,0.66,23,2.94,18,3.03,18,8.26,19,8.37,19,15.75,24,15.86,22,8.07,17,8.18,18,3.36,24,3.45,23
07/02/2018 02:10,75.05,131,75.25,149,0.810017123,0.6,19,0.64,20,2.96,18,3.05,16,8.25,18,8.35,17,15.75,23,15.85,21,8.06,19,8.17,17,3.38,24,3.48,24
07/02/2018 02:15,75.05,133,75.25,149,0.81000761,0.61,21,0.65,20,2.95,19,3.03,17,8.3,18,8.4,16,15.75,21,15.84,20,8.06,19,8.16,19,3.38,25,3.47,26
07/02/2018 02:20,75.05,141,75.25,144,0.809998097,0.62,19,0.66,18,2.93,20,3.01,16,8.24,18,8.34,18,15.75,23,15.84,19,8.08,17,8.19,17,3.37,26,3.47,24
07/02/2018 02:25,75.05,148,75.25,147,0.809988584,0.61,17,0.65,17,2.93,19,3,18,8.2,18,8.3,17,15.76,22,15.85,20,8.13,17,8.23,17,3.39,22,3.48,21
07/02/2018 02:30,75.05,149,75.3,146,0.809979072,0.59,18,0.63,16,2.93,17,3.01,17,8.2,16,8.3,17,15.82,23,15.91,20,8.17,17,8.27,18,3.41,21,3.5,20
07/02/2018 02:35,75.1,143,75.3,147,0.809969559,0.58,17,0.62,15,2.89,17,2.97,18,8.15,16,8.25,18,15.84,20,15.93,19,8.21,18,8.31,18,3.41,22,3.51,21
07/02/2018 02:40,75.1,146,75.3,154,0.809960046,0.59,18,0.63,15,2.89,18,2.98,19,8.16,18,8.26,19,15.83,20,15.92,20,8.21,17,8.31,20,3.39,21,3.48,20
07/02/2018 02:45,75.05,144,75.3,158,0.809950533,0.62,17,0.66,16,2.91,17,3,19,8.23,15,8.33,20,15.79,21,15.87,20,8.13,16,8.23,21,3.36,23,3.45,19
07/02/2018 02:50,75,135,75.25,140,0.80994102,0.61,18,0.65,16,2.9,16,2.98,18,8.24,16,8.34,18,15.77,21,15.86,18,8.09,15,8.19,21,3.38,25,3.47,21
07/02/2018 02:55,74.95,132,75.2,156,0.809931507,0.61,20,0.65,18,2.94,16,3.02,18,8.2,14,8.31,18,15.73,21,15.82,22,8.01,18,8.12,19,3.34,23,3.44,24
07/02/2018 03:00,75.1,121,75.35,143,0.809921994,0.59,19,0.63,18,2.93,16,3.01,18,8.19,16,8.31,18,15.82,23,15.92,22,8.11,20,8.21,22,3.38,22,3.47,25
07/02/2018 03:05,75.15,136,75.35,124,0.809912481,0.58,17,0.62,19,2.94,14,3.03,18,8.18,15,8.29,17,15.8,21,15.9,22,8.11,24,8.21,21,3.38,21,3.47,27
07/02/2018 03:10,75.15,128,75.4,117,0.809902968,0.57,18,0.6,20,2.93,14,3.02,16,8.19,15,8.3,16,15.82,20,15.91,20,8.16,23,8.27,23,3.39,21,3.48,27
07/02/2018 03:15,75.15,128,75.4,120,0.809893455,0.57,19,0.61,20,2.98,15,3.06,17,8.23,14,8.33,15,15.85,21,15.94,23,8.16,21,8.27,22,3.43,22,3.51,27
07/02/2018 03:20,75.2,119,75.45,126,0.809883942,0.56,19,0.6,22,2.95,15,3.03,16,8.17,16,8.28,16,15.88,19,15.96,20,8.21,21,8.32,24,3.38,24,3.46,30
07/02/2018 03:25,75.05,126,75.35,150,0.809874429,0.57,18,0.61,25,2.94,15,3.02,15,8.25,17,8.35,19,15.78,20,15.87,19,8.22,19,8.32,21,3.4,24,3.48,25
07/02/2018 03:30,75.15,116,75.4,142,0.809864916,0.55,18,0.59,24,2.96,16,3.04,16,8.17,19,8.28,17,15.82,18,15.91,19,8.23,19,8.34,19,3.43,22,3.51,22
07/02/2018 03:35,75.1,118,75.35,152,0.809855403,0.55,18,0.58,23,2.94,16,3.02,18,8.2,20,8.32,20,15.78,16,15.88,19,8.17,20,8.3,21,3.43,22,3.51,23
07/02/2018 03:40,75.1,126,75.35,142,0.80984589,0.56,19,0.59,22,2.98,16,3.07,15,8.22,21,8.34,17,15.79,19,15.89,20,8.17,22,8.29,19,3.47,23,3.56,22
07/02/2018 03:45,75.1,123,75.35,159,0.809836377,0.56,19,0.6,20,2.96,18,3.05,14,8.17,22,8.28,17,15.81,19,15.9,21,8.17,21,8.29,19,3.5,23,3.58,22
07/02/2018 03:50,75.05,136,75.3,163,0.809826865,0.57,18,0.61,21,2.97,16,3.06,15,8.21,20,8.32,17,15.75,19,15.85,20,8.11,17,8.23,17,3.44,24,3.52,23
07/02/2018 03:55,75,151,75.25,184,0.809817352,0.56,21,0.6,22,2.97,17,3.06,18,8.3,21,8.4,18,15.7,17,15.8,21,8.11,17,8.22,16,3.4,23,3.49,25
07/02/2018 04:00,75.05,157,75.3,158,0.809807839,0.57,20,0.6,18,2.95,17,3.03,17,8.27,21,8.38,18,15.76,15,15.86,21,8.14,17,8.24,15,3.42,21,3.5,25
07/02/2018 04:05,75.1,156,75.35,150,0.809798326,0.57,23,0.61,19,2.96,19,3.04,19,8.2,18,8.31,17,15.81,15,15.9,22,8.21,16,8.31,16,3.41,19,3.49,22
07/02/2018 04:10,75.2,158,75.45,134,0.809788813,0.57,21,0.6,21,2.92,20,3,19,8.1,18,8.2,17,15.92,14,16.01,21,8.29,17,8.4,15,3.4,19,3.47,22
07/02/2018 04:15,75.2,155,75.45,133,0.8097793,0.55,20,0.58,23,2.91,21,2.99,17,8.14,16,8.25,16,15.91,15,16,21,8.29,18,8.39,16,3.45,20,3.52,24
07/02/2018 04:20,75.2,157,75.4,131,0.809769787,0.57,20,0.6,23,2.89,18,2.97,18,8.21,16,8.31,15,15.86,15,15.95,20,8.25,18,8.34,17,3.42,22,3.5,24
07/02/2018 04:25,75.25,145,75.45,134,0.809760274,0.58,18,0.61,22,2.83,19,2.9,21,8.22,16,8.32,15,15.93,17,16.02,21,8.31,17,8.41,18,3.45,23,3.54,23
07/02/2018 04:30,75.15,156,75.35,150,0.809750761,0.57,18,0.6,23,2.86,17,2.94,19,8.26,16,8.36,14,15.84,17,15.92,21,8.21,15,8.31,19,3.42,23,3.5,26
07/02/2018 04:35,75.1,115,75.3,126,0.809741248,0.6,18,0.64,24,2.88,18,2.96,22,8.3,15,8.4,14,15.76,17,15.85,21,8.19,15,8.28,17,3.43,22,3.52,26
07/02/2018 04:40,75.05,107,75.25,125,0.809731735,0.61,20,0.64,23,2.93,17,3.01,21,8.33,15,8.43,14,15.76,19,15.84,20,8.15,16,8.23,16,3.44,22,3.52,26
07/02/2018 04:45,75,105,75.2,112,0.809722222,0.6,19,0.63,22,2.99,18,3.07,21,8.3,15,8.39,15,15.68,20,15.77,18,8.11,17,8.2,16,3.42,17,3.51,21
07/02/2018 04:50,74.95,102,75.15,98,0.809712709,0.6,19,0.64,19,3,17,3.08,21,8.3,16,8.39,16,15.64,19,15.73,17,8.07,17,8.16,15,3.42,20,3.51,21
07/02/2018 04:55,75,113,75.25,110,0.809703196,0.58,19,0.62,18,2.95,20,3.03,21,8.29,14,8.38,15,15.68,21,15.76,17,8.08,18,8.18,17,3.44,19,3.52,19
07/02/2018 05:00,75.05,112,75.3,128,0.809693683,0.61,18,0.64,16,2.95,21,3.03,22,8.27,16,8.37,16,15.79,19,15.88,16,8.13,17,8.23,20,3.45,21,3.54,18
07/02/2018 05:05,75.15,109,75.35,130,0.80968417,0.61,17,0.64,16,2.93,22,3,22,8.23,16,8.32,19,15.86,16,15.94,17,8.2,17,8.3,20,3.45,20,3.54,19
07/02/2018 05:10,75.15,113,75.35,142,0.809674658,0.6,17,0.64,14,2.93,22,3.01,21,8.22,16,8.31,18,15.86,16,15.94,19,8.22,18,8.31,19,3.48,23,3.57,23
07/02/2018 05:15,75.15,128,75.4,150,0.809665145,0.58,17,0.62,14,2.95,21,3.02,21,8.25,16,8.34,18,15.85,15,15.93,18,8.17,20,8.26,21,3.5,28,3.58,25
07/02/2018 05:20,75.1,126,75.35,140,0.809655632,0.58,17,0.62,14,2.95,22,3.03,21,8.22,15,8.31,17,15.79,16,15.88,19,8.15,23,8.24,24,3.42,30,3.5,26
07/02/2018 05:25,75.2,123,75.4,135,0.809646119,0.58,15,0.62,15,2.94,25,3.02,21,8.21,16,8.3,16,15.84,16,15.93,18,8.18,24,8.27,24,3.46,30,3.55,25
07/02/2018 05:30,75.15,117,75.4,110,0.809636606,0.58,15,0.62,15,2.93,23,3,24,8.25,17,8.34,16,15.8,17,15.88,16,8.17,25,8.26,26,3.45,24,3.54,25
07/02/2018 05:35,75.2,113,75.45,118,0.809627093,0.57,17,0.61,18,2.93,23,3.01,23,8.17,17,8.26,16,15.86,18,15.95,15,8.2,25,8.29,24,3.52,26,3.6,23
07/02/2018 05:40,75.2,112,75.5,126,0.80961758,0.58,17,0.62,17,2.95,23,3.02,23,8.23,16,8.33,17,15.84,19,15.92,14,8.18,22,8.27,23,3.44,27,3.52,23
07/02/2018 05:45,75.2,103,75.5,118,0.809608067,0.58,16,0.61,18,2.97,23,3.04,23,8.21,15,8.3,17,15.85,18,15.93,14,8.2,21,8.28,22,3.47,23,3.55,23
07/02/2018 05:50,75.2,109,75.45,140,0.809598554,0.58,16,0.61,18,3,24,3.07,24,8.21,13,8.31,15,15.85,17,15.93,15,8.19,23,8.27,21,3.45,26,3.53,24
07/02/2018 05:55,75.25,119,75.5,132,0.809589041,0.58,17,0.62,21,2.95,21,3.02,24,8.18,14,8.29,16,15.89,18,15.97,16,8.24,25,8.33,20,3.47,26,3.55,26
07/02/2018 06:00,75.35,110,75.6,126,0.809579528,0.59,17,0.63,20,2.89,20,2.97,24,8.18,16,8.28,16,15.95,19,16.04,17,8.3,24,8.4,18,3.55,28,3.63,22
07/02/2018 06:05,75.4,94,75.65,116,0.809570015,0.59,18,0.63,21,2.87,22,2.95,23,8.11,15,8.21,15,16.02,18,16.11,16,8.37,25,8.46,17,3.57,28,3.66,24
07/02/2018 06:10,75.25,99,75.5,115,0.809560502,0.61,17,0.64,20,2.97,22,3.04,21,8.21,18,8.3,17,15.91,20,16,17,8.25,21,8.34,19,3.46,26,3.55,22
07/02/2018 06:15,75.25,99,75.5,114,0.809550989,0.61,16,0.64,18,2.99,25,3.06,23,8.2,16,8.29,17,15.91,18,15.99,20,8.28,21,8.37,23,3.47,27,3.56,18
07/02/2018 06:20,75.4,96,75.65,105,0.809541476,0.59,15,0.62,16,2.95,25,3.02,27,8.07,18,8.16,16,16.02,18,16.1,19,8.34,18,8.42,21,3.55,26,3.63,21
07/02/2018 06:25,75.55,91,75.8,101,0.809531963,0.56,17,0.59,15,2.94,21,3.02,28,8.03,16,8.13,16,16.19,19,16.27,18,8.42,16,8.51,19,3.57,28,3.65,20
07/02/2018 06:30,75.55,96,75.8,103,0.809522451,0.55,16,0.59,17,2.93,24,3.01,27,7.94,17,8.04,15,16.2,17,16.29,16,8.39,16,8.48,20,3.68,30,3.77,22
07/02/2018 06:35,75.6,87,75.85,91,0.809512938,0.57,18,0.6,15,2.92,26,3,29,7.93,16,8.03,15,16.23,17,16.32,16,8.42,15,8.52,18,3.69,27,3.78,23
07/02/2018 06:40,75.6,73,75.85,81,0.809503425,0.55,20,0.59,18,2.9,24,2.97,25,7.92,14,8.02,15,16.2,19,16.3,17,8.44,15,8.55,17,3.66,26,3.74,23
07/02/2018 06:45,75.6,78,75.85,76,0.809493912,0.54,21,0.57,18,2.92,22,3,24,7.89,16,8,16,16.25,19,16.35,18,8.46,14,8.58,16,3.66,28,3.74,21
07/02/2018 06:50,75.55,81,75.8,72,0.809484399,0.54,20,0.58,20,2.92,23,3.01,27,7.9,18,8.01,20,16.21,21,16.31,16,8.46,15,8.57,16,3.66,27,3.75,24
07/02/2018 06:55,75.65,84,75.85,70,0.809474886,0.51,19,0.55,19,2.88,21,2.95,22,7.83,19,7.93,19,16.31,19,16.4,19,8.52,15,8.63,16,3.75,28,3.83,24
07/02/2018 07:00,75.7,88,75.95,73,0.809465373,0.51,21,0.55,18,2.84,17,2.92,20,7.75,21,7.86,18,16.4,19,16.49,18,8.57,16,8.68,16,3.79,27,3.88,24
07/02/2018 07:05,75.75,94,75.95,76,0.80945586,0.51,22,0.55,16,2.81,21,2.89,22,7.73,20,7.83,20,16.44,18,16.54,18,8.6,16,8.71,19,3.78,25,3.87,23
07/02/2018 07:10,75.7,98,75.95,78,0.809446347,0.58,117,0.62,16,2.94,123,3.01,21,7.96,127,8.06,20,16.57,107,16.66,16,8.82,92,8.93,19,3.89,130,3.98,24
07/02/2018 07:15,75.7,89,75.95,80,0.809436834,0.51,20,0.55,17,2.81,21,2.89,22,7.75,19,7.84,21,16.4,16,16.49,18,8.63,17,8.75,17,3.7,23,3.79,22
07/02/2018 07:20,75.75,96,75.95,81,0.809427321,0.52,21,0.56,16,2.83,24,2.91,24,7.79,19,7.88,21,16.4,16,16.49,18,8.64,20,8.76,18,3.66,25,3.74,24
07/02/2018 07:25,75.75,97,75.95,78,0.809417808,0.51,19,0.55,17,2.86,23,2.94,24,7.84,24,7.93,20,16.36,15,16.45,17,8.6,21,8.72,20,3.7,24,3.78,21
07/02/2018 07:30,75.75,92,76,72,0.809408295,0.5,18,0.54,19,2.86,20,2.94,24,7.83,26,7.92,23,16.39,18,16.48,18,8.64,21,8.75,19,3.77,25,3.84,22
07/02/2018 07:35,75.75,98,76,70,0.809398782,0.51,20,0.55,17,2.83,17,2.91,21,7.88,26,7.97,24,16.35,19,16.43,19,8.61,22,8.72,19,3.7,27,3.78,21
07/02/2018 07:40,75.7,96,75.95,83,0.809389269,0.51,19,0.54,17,2.8,17,2.88,23,7.94,27,8.03,25,16.35,20,16.43,20,8.63,20,8.74,16,3.73,24,3.81,19
07/02/2018 07:45,75.75,102,76,96,0.809379756,0.51,19,0.54,17,2.79,17,2.86,23,7.9,26,7.99,27,16.38,23,16.47,20,8.67,14,8.79,16,3.75,26,3.83,21
07/02/2018 07:50,75.8,118,76.05,101,0.809370244,0.5,18,0.54,17,2.8,15,2.87,23,7.9,25,7.98,31,16.4,23,16.48,19,8.74,13,8.85,16,3.73,25,3.81,23
07/02/2018 07:55,75.7,130,75.9,112,0.809360731,0.49,19,0.53,19,2.87,15,2.95,25,8.01,23,8.1,27,16.32,23,16.4,19,8.64,14,8.75,16,3.66,27,3.74,25
07/02/2018 08:00,75.7,122,75.9,115,0.809351218,0.48,21,0.52,21,2.82,15,2.89,24,7.97,23,8.05,24,16.36,23,16.44,20,8.65,16,8.77,15,3.68,30,3.76,28
07/02/2018 08:05,75.7,124,75.95,118,0.809341705,0.49,22,0.53,21,2.78,16,2.84,26,7.95,27,8.04,27,16.34,18,16.43,22,8.61,14,8.73,16,3.64,30,3.72,27
07/02/2018 08:10,75.7,129,75.95,128,0.809332192,0.51,23,0.55,23,2.79,15,2.85,25,7.98,27,8.07,27,16.31,17,16.4,21,8.58,14,8.7,15,3.62,28,3.7,25
07/02/2018 08:15,75.65,136,75.95,129,0.809322679,0.55,21,0.59,24,2.78,17,2.85,27,7.95,29,8.03,28,16.31,16,16.4,18,8.53,13,8.65,15,3.61,26,3.69,25
07/02/2018 08:20,75.75,140,76.05,144,0.809313166,0.53,23,0.57,23,2.71,18,2.77,28,7.94,30,8.03,27,16.39,15,16.48,18,8.55,12,8.67,14,3.64,27,3.72,25
07/02/2018 08:25,75.75,163,76,143,0.809303653,0.53,20,0.57,24,2.74,19,2.81,26,7.94,24,8.03,28,16.39,17,16.49,18,8.53,13,8.66,13,3.66,25,3.75,24
07/02/2018 08:30,75.8,160,76.05,141,0.80929414,0.5,19,0.54,21,2.71,19,2.79,27,7.87,22,7.97,25,16.44,18,16.54,17,8.58,14,8.71,15,3.67,24,3.77,23
07/02/2018 08:35,75.8,177,76.05,162,0.809284627,0.49,20,0.53,22,2.69,20,2.77,26,7.81,20,7.91,24,16.43,17,16.53,17,8.55,16,8.69,16,3.73,28,3.83,26
07/02/2018 08:40,75.85,169,76.1,143,0.809275114,0.48,21,0.52,25,2.71,21,2.79,26,7.78,21,7.88,24,16.45,15,16.55,20,8.64,18,8.76,18,3.78,29,3.87,28
07/02/2018 08:45,75.8,150,76.05,139,0.809265601,0.49,20,0.53,22,2.75,21,2.82,25,7.83,20,7.94,21,16.37,16,16.47,19,8.6,18,8.72,21,3.73,26,3.82,27
07/02/2018 08:50,75.8,139,76.05,138,0.809256088,0.48,19,0.52,23,2.71,21,2.79,24,7.82,19,7.92,22,16.39,16,16.49,18,8.62,18,8.74,19,3.71,24,3.8,28
07/02/2018 08:55,75.95,130,76.15,126,0.809246575,0.48,20,0.51,23,2.68,21,2.74,24,7.77,21,7.87,23,16.46,17,16.56,19,8.68,18,8.78,18,3.78,24,3.87,23
07/02/2018 09:00,76,122,76.25,128,0.809237062,0.48,20,0.52,24,2.67,22,2.75,21,7.72,21,7.82,21,16.52,15,16.62,16,8.71,18,8.82,18,3.81,23,3.9,19
07/02/2018 09:05,75.9,120,76.15,138,0.809227549,0.51,20,0.54,23,2.69,23,2.76,21,7.73,25,7.83,20,16.48,14,16.57,16,8.64,20,8.74,20,3.8,24,3.89,20
07/02/2018 09:10,75.95,129,76.2,163,0.809218037,0.5,21,0.54,23,2.71,20,2.77,21,7.78,24,7.88,21,16.5,14,16.59,17,8.7,20,8.81,22,3.77,23,3.86,22
07/02/2018 09:15,75.95,134,76.2,185,0.809208524,0.51,18,0.55,21,2.7,19,2.76,24,7.84,23,7.94,21,16.47,15,16.56,16,8.7,19,8.81,20,3.77,22,3.85,22
07/02/2018 09:20,76.05,118,76.3,179,0.809199011,0.5,20,0.53,21,2.71,19,2.78,20,7.74,26,7.84,22,16.52,17,16.61,17,8.76,18,8.87,22,3.79,20,3.88,23
07/02/2018 09:25,76.05,123,76.3,174,0.809189498,0.49,20,0.52,22,2.79,18,2.86,18,7.68,24,7.78,18,16.54,18,16.62,16,8.76,18,8.87,21,3.84,21,3.93,24
07/02/2018 09:30,76.05,120,76.3,208,0.809179985,0.49,22,0.53,21,2.77,18,2.84,19,7.68,24,7.78,19,16.54,16,16.63,17,8.78,21,8.9,21,3.8,18,3.89,20
07/02/2018 09:35,76.05,114,76.3,187,0.809170472,0.5,24,0.54,23,2.75,16,2.82,17,7.65,26,7.76,20,16.59,16,16.68,16,8.85,21,8.97,19,3.79,17,3.87,18
07/02/2018 09:40,76.05,112,76.25,182,0.809160959,0.5,24,0.54,22,2.72,18,2.79,19,7.68,19,7.79,19,16.6,18,16.69,16,8.89,20,9,17,3.78,18,3.87,19
07/02/2018 09:45,76.2,105,76.45,160,0.809151446,0.49,21,0.52,21,2.67,17,2.74,19,7.58,20,7.69,18,16.76,20,16.85,17,9,18,9.1,20,3.81,17,3.89,18
07/02/2018 09:50,76.2,113,76.45,151,0.809141933,0.48,20,0.52,19,2.67,18,2.73,19,7.58,20,7.69,17,16.71,20,16.81,21,8.97,18,9.07,19,3.79,19,3.88,18
07/02/2018 09:55,76.25,116,76.45,141,0.80913242,0.48,21,0.52,17,2.68,19,2.75,21,7.57,18,7.68,18,16.76,19,16.85,21,8.94,17,9.05,20,3.87,17,3.96,18
07/02/2018 10:00,76.25,123,76.5,143,0.809122907,0.48,23,0.51,17,2.73,20,2.8,18,7.67,19,7.78,22,16.7,21,16.8,21,8.89,19,9.01,21,3.82,18,3.91,18
07/02/2018 10:05,76.25,115,76.45,147,0.809113394,0.47,23,0.51,18,2.74,21,2.81,17,7.65,18,7.76,20,16.74,19,16.84,20,8.94,17,9.05,19,3.8,19,3.89,18
07/02/2018 10:10,76.2,128,76.45,145,0.809103881,0.49,21,0.53,19,2.68,22,2.75,19,7.68,19,7.8,19,16.72,20,16.83,20,8.89,18,9.01,20,3.77,18,3.87,17
07/02/2018 10:15,76.2,124,76.45,141,0.809094368,0.5,21,0.54,20,2.61,23,2.68,20,7.65,20,7.76,19,16.75,18,16.84,21,8.93,19,9.04,19,3.8,18,3.89,17
